Food_Item,Category,Calories,Protein,Carbs,Fat,Vegetarian,Vegan,Dosha_Vata,Dosha_Pitta,Dosha_Kapha,Food_Group,Fat_Adjusted
Momos (thin),Assamese,116,1.2,11.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Papaya (plain),International,82,1.9,21.6,0.3,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Orange (thin),Madhya Pradesh,85,0.8,10.6,1.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Dragonfruit (mild),Lakshadweep,109,1.3,21.2,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Aloo Paratha (plain),Jammu & Kashmir,83,4.4,34.1,0.0,Yes,No,neutral,neutral,neutral,Grains,8.0
Kachori (boiled),Andhra/Telangana,116,4.5,3.0,0.0,Yes,No,decreases,neutral,neutral,Others,
Fish Curry (light) (steamed),Punjabi,231,15.3,0.0,0.8,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Paruppu Usili (steamed),International,76,6.1,5.4,1.8,Yes,No,decreases,neutral,neutral,Beverages,0.0
Jadoh (fermented (mild)),Bengali,153,0.8,19.0,0.0,Yes,No,neutral,decreases,neutral,Others,
Bisi Bele Bath (boiled),North Indian,95,1.2,21.2,1.8,Yes,No,neutral,neutral,neutral,Others,
Paratha (mixed) (mild),North Indian,65,3.5,14.7,2.4,Yes,No,neutral,neutral,neutral,Grains,8.0
Curd (fresh) (plain),South Indian,168,0.5,37.7,1.0,Yes,No,decreases,decreases,increases,Dairy Products,4.0
Tungrymbai (boiled),Ladakh,117,2.9,3.0,3.3,Yes,No,neutral,neutral,neutral,Others,
Bhakri (sprouted),Jammu & Kashmir,151,5.1,16.0,2.3,Yes,No,neutral,neutral,neutral,Others,
Tandoori Chicken (lightly spiced),Ladakh,292,19.4,1.5,0.9,No,No,neutral,increases,neutral,Non-Veg Protein,8.0
Idli (with vegetables),Kerala,148,4.5,32.2,0.0,Yes,No,decreases,neutral,neutral,Grains,0.5
Dalma (mild),Goan,129,8.1,35.8,1.1,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Kehwa (steamed),International,163,4.6,34.7,2.5,Yes,No,decreases,neutral,neutral,Beverages,0.0
Simple Grilled Fish (sprouted),Assamese,256,18.9,0.0,3.8,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Bedmi Puri with Aloo Sabzi (mild),Madhya Pradesh,94,2.3,15.1,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Roasted Makhana (light) (thin),Lakshadweep,169,1.0,20.7,0.0,Yes,No,increases,neutral,neutral,Others,
Upma (plain) (steamed),International,122,3.1,30.2,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Mulberry (steamed),International,60,0.1,11.2,0.1,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Apricot (sprouted),Madhya Pradesh,32,5.3,32.7,0.7,Yes,Yes,decreases,decreases,neutral,Others,
Tofu (light) (lightly spiced),Generic,128,2.9,22.3,2.4,Yes,Yes,neutral,increases,neutral,Others,
Malaiyo (mild),Chhattisgarh,134,2.4,31.4,0.9,Yes,No,decreases,decreases,increases,Others,
Brown Rice (with jaggery (small)),Bengali,168,3.7,38.4,1.0,Yes,No,decreases,neutral,neutral,Grains,0.5
Petha (with vegetables),International,127,1.5,34.4,1.1,Yes,No,neutral,neutral,increases,Vegetables,0.5
Guava (mild),Ladakh,20,0.1,16.2,0.5,Yes,Yes,decreases,decreases,neutral,Others,
Masala Fish Curry (plain),North Indian,205,18.5,8.0,3.1,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Phagshapa (steamed),Kerala,169,0.2,25.2,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Chiroti (mild),Lakshadweep,114,7.0,35.3,0.1,Yes,No,neutral,decreases,neutral,Grains,1.5
Makhan Bada (thin),Maharashtrian,93,3.6,14.6,0.0,Yes,No,neutral,neutral,neutral,Others,
Kehwa (fermented (mild)),Jammu & Kashmir,198,2.7,36.9,2.4,Yes,No,neutral,neutral,neutral,Others,
Akki Rotti (mild),Jammu & Kashmir,204,4.0,25.2,0.0,Yes,No,decreases,neutral,neutral,Grains,2.0
Wheat Roti (mild),International,77,5.5,26.4,0.0,Yes,No,decreases,neutral,neutral,Grains,1.5
Pazham Pori (mild),Lakshadweep,140,0.7,27.3,0.5,Yes,No,neutral,neutral,neutral,Others,
Tandoori Chicken (plain),Goan,224,16.5,0.0,3.7,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Imarti (lightly spiced),Assamese,160,4.1,20.7,0.3,Yes,No,neutral,increases,neutral,Others,
Sel Roti (with vegetables),Goan,116,2.3,32.4,1.2,Yes,No,neutral,neutral,neutral,Grains,1.5
Pomegranate (lightly spiced),Lakshadweep,42,0.2,10.3,0.7,Yes,Yes,decreases,neutral,neutral,Others,
Persimmon (with vegetables),Madhya Pradesh,136,2.9,6.5,0.5,Yes,Yes,neutral,decreases,neutral,Vegetables,0.5
Jackfruit (plain),Chhattisgarh,102,1.6,26.1,0.0,Yes,Yes,decreases,decreases,increases,Fruits,0.3
Kanika (mild),Madhya Pradesh,107,0.2,13.9,3.7,Yes,No,decreases,neutral,neutral,Others,
Jowar Roti (steamed),Jammu & Kashmir,181,0.9,29.3,3.7,Yes,No,neutral,neutral,neutral,Grains,1.5
Chhena Poda (sprouted),Assamese,176,7.3,15.6,0.9,Yes,No,neutral,neutral,neutral,Others,
Galouti Kebab (mild),Punjabi,85,0.2,29.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Plain Pasta (olive oil light) (thin),International,89,0.4,40.0,0.6,Yes,No,decreases,neutral,neutral,Others,
Eromba (boiled),Kerala,47,2.7,18.1,1.7,Yes,No,decreases,neutral,neutral,Others,
Ulava Charu (steamed),Generic,172,10.0,13.4,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Kanji (rice porridge) (boiled),North Indian,185,4.8,33.1,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Roasted Makhana (light) (lightly spiced),South Indian,120,6.9,24.1,0.0,Yes,No,increases,increases,neutral,Others,
Bisi Bele Bath (fermented (mild)),Goan,134,5.2,28.6,0.0,Yes,No,neutral,decreases,neutral,Others,
Prawn Balchão (plain),Bengali,189,17.3,0.0,1.0,No,No,neutral,neutral,neutral,Others,
Yakhni (boiled),Karnataka,115,0.2,19.4,0.0,Yes,No,neutral,neutral,neutral,Others,
Greek Salad (light) (steamed),Andhra/Telangana,189,1.0,6.5,0.9,Yes,No,neutral,neutral,neutral,Beverages,0.0
Kanika (with vegetables),Lakshadweep,88,4.1,48.8,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Bedmi Puri with Aloo Sabzi (with vegetables),Northeast,175,1.6,34.7,2.3,Yes,No,increases,neutral,neutral,Vegetables,0.5
Persimmon (plain),Jammu & Kashmir,124,1.9,12.3,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Khandvi (lightly spiced),South Indian,156,6.8,53.0,0.0,Yes,No,neutral,increases,neutral,Others,
Chana Dal (light) (sprouted),Madhya Pradesh,166,10.0,10.7,0.2,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Chapati (with vegetables),Northeast,137,4.3,39.6,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pulihora (mild),Gujarati,128,0.2,4.2,0.8,Yes,No,decreases,decreases,neutral,Others,
Patra (mild) - 75,Jammu & Kashmir,74,2.4,32.9,0.6,Yes,No,neutral,neutral,neutral,Others,
Sattu Paratha (plain),Chhattisgarh,130,0.2,25.0,1.0,Yes,No,decreases,neutral,neutral,Grains,8.0
Samosa (steamed),International,55,0.5,35.6,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Fresh Fruit Salad (seasonal) (plain),Rajasthani,127,0.3,18.3,3.4,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Coconut Chutney (fermented (mild)),International,136,3.0,31.1,0.0,Yes,No,decreases,neutral,neutral,Condiments,2.0
Millet Roti (sprouted),International,98,2.0,28.9,1.2,Yes,No,neutral,neutral,neutral,Grains,1.5
Pear (plain),Rajasthani,20,0.2,5.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Moong Dal (light) (plain),International,143,8.4,15.2,0.6,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Aloo Posto (with vegetables),North Indian,118,2.8,51.8,1.3,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Bamboo Shoot Curry (sprouted),North Indian,165,5.4,32.6,2.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Vindaloo (plain),Odia,226,5.0,15.1,0.0,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Dal Baati Churma (thin),Gujarati,148,5.7,29.3,0.7,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Malaiyo (fermented (mild)),Lakshadweep,52,4.9,21.0,2.5,Yes,No,decreases,decreases,increases,Others,
Coconut Chutney (plain),Andhra/Telangana,90,1.0,45.4,3.3,Yes,No,decreases,neutral,neutral,Condiments,2.0
Akki Rotti (thin),Kerala,145,1.5,9.2,1.4,Yes,No,neutral,neutral,neutral,Grains,2.0
Kadala Curry (boiled),Goan,156,8.8,9.3,0.5,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Miso Soup (plain),Gujarati,90,6.4,27.1,0.6,Yes,No,decreases,neutral,neutral,Others,
Dalma (with vegetables),Andhra/Telangana,189,6.9,21.8,0.3,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Duck Curry (fermented (mild)),Jammu & Kashmir,169,2.3,30.0,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Sarson ka Saag (boiled),Northeast,146,0.7,3.2,0.0,Yes,No,neutral,neutral,neutral,Others,
Sarson ka Saag (plain),Tamil Nadu,132,1.8,8.0,4.9,Yes,No,decreases,neutral,neutral,Others,
Chapati (boiled),Bengali,102,3.5,36.1,2.8,Yes,No,decreases,neutral,neutral,Others,
Pulihora (with vegetables),North Indian,127,5.8,33.3,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Khambir (mild),Kerala,160,3.9,18.5,5.6,Yes,No,neutral,decreases,neutral,Others,
Moong Dal (light) (sprouted),Madhya Pradesh,173,4.2,23.6,0.6,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Sattu Paratha (thin),Assamese,162,5.0,35.6,0.0,Yes,No,neutral,neutral,neutral,Grains,8.0
Bathua Raita (plain),Assamese,78,3.4,29.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Undhiyu (plain),Bengali,118,1.6,29.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Pork with Bamboo Shoot (with vegetables),Assamese,184,19.8,5.0,10.8,No,No,neutral,neutral,neutral,Vegetables,0.5
Kachori (plain),Rajasthani,64,3.7,44.4,0.2,Yes,No,decreases,decreases,neutral,Others,
Modak (thin),North Indian,176,2.0,3.0,13.6,Yes,No,decreases,neutral,increases,Others,
Rajma Chawal (plain),Karnataka,115,1.9,3.0,1.6,Yes,No,decreases,neutral,neutral,Others,
Jadoh (fermented (mild)) - 107,Karnataka,70,2.7,44.6,0.0,Yes,No,neutral,neutral,neutral,Others,
Grapes (green) (sprouted),Goan,62,3.6,24.3,1.5,Yes,Yes,decreases,neutral,neutral,Fruits,0.3
Apple (lightly spiced),Chhattisgarh,60,1.1,19.3,0.4,Yes,Yes,decreases,neutral,neutral,Fruits,0.3
Guava (lightly spiced),Tamil Nadu,143,1.5,25.6,1.8,Yes,Yes,neutral,neutral,neutral,Others,
Rasam (with jaggery (small)),International,157,1.1,25.7,0.0,Yes,No,neutral,increases,neutral,Others,
Naga Pork Curry (lightly spiced),North Indian,167,17.2,0.0,7.5,No,No,neutral,increases,neutral,Vegetables,0.5
Xacuti (plain),International,219,7.9,54.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Sarva Pindi (steamed),Jammu & Kashmir,130,5.5,25.1,1.2,Yes,No,neutral,neutral,neutral,Beverages,0.0
Apple (with jaggery (small)),North Indian,121,1.8,36.3,0.0,Yes,Yes,decreases,neutral,neutral,Fruits,0.3
Dal Bafla (thin),Chhattisgarh,166,3.3,21.0,0.3,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Dabeli (boiled),Andhra/Telangana,221,3.1,17.7,1.1,Yes,No,neutral,neutral,neutral,Others,
Sarva Pindi (with jaggery (small)),Andhra/Telangana,108,4.6,40.0,0.0,Yes,No,neutral,neutral,neutral,Others,
Quinoa Salad (plain),Jammu & Kashmir,159,2.2,29.1,2.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Prawn Balchão (fermented (mild)),International,248,24.1,0.0,8.9,No,No,neutral,neutral,neutral,Others,
Naga Chutney (mild),South Indian,172,2.6,23.3,0.0,Yes,No,decreases,neutral,neutral,Condiments,2.0
Basundi (plain),Gujarati,166,9.4,13.0,9.2,Yes,No,decreases,decreases,increases,Others,
Basmati Rice (with vegetables),South Indian,161,3.2,26.3,0.7,Yes,No,decreases,neutral,neutral,Grains,0.5
Greek Salad (light) (with jaggery (small)),Gujarati,143,3.3,19.9,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Watermelon (fermented (mild)),Northeast,85,0.5,5.9,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Mohan Maas (mild),Jammu & Kashmir,104,6.2,44.7,2.7,Yes,No,decreases,neutral,neutral,Others,
Pear (thin),Assamese,88,0.7,5.6,0.0,Yes,Yes,neutral,decreases,neutral,Others,
Bajra Roti (mild),Ladakh,93,1.4,52.3,1.1,Yes,No,decreases,neutral,neutral,Grains,1.5
Kanji (rice porridge) (plain),Karnataka,156,4.3,32.1,1.1,Yes,No,decreases,decreases,neutral,Grains,0.5
Filter Coffee (steamed),Tamil Nadu,107,2.0,4.5,1.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Bajra Roti (plain),Goan,94,3.8,23.5,2.2,Yes,No,decreases,neutral,neutral,Grains,1.5
Vada Pav (boiled),International,139,0.2,18.3,2.0,Yes,No,neutral,neutral,neutral,Others,
Blueberry (with vegetables),Generic,34,3.2,13.9,1.1,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Pappu Charu (lightly spiced),International,168,0.2,12.2,0.0,Yes,No,neutral,increases,neutral,Others,
Mango (raw) (plain),Madhya Pradesh,110,0.3,16.9,0.3,Yes,Yes,decreases,decreases,increases,Fruits,0.3
Rogan Josh (steamed),Rajasthani,108,0.8,32.2,2.7,Yes,No,decreases,neutral,neutral,Beverages,0.0
Phagshapa (plain),Northeast,72,0.8,19.1,0.0,Yes,No,neutral,neutral,neutral,Others,
Kodi Kura (mild),International,95,4.0,35.9,0.0,Yes,No,neutral,neutral,neutral,Others,
Aloo Paratha (fermented (mild)),International,71,0.9,39.1,0.0,Yes,No,neutral,neutral,neutral,Grains,8.0
Vada Pav (fermented (mild)),Karnataka,170,2.5,33.7,0.6,Yes,No,neutral,neutral,neutral,Others,
Chapati (sprouted),Rajasthani,45,3.1,17.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Mango (ripe) (boiled),Gujarati,113,0.2,16.4,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Pav Bhaji (lightly spiced),Bengali,108,1.1,27.4,3.8,Yes,No,increases,increases,neutral,Others,
Pappu Charu (thin),North Indian,108,5.9,34.8,0.0,Yes,No,neutral,neutral,neutral,Others,
Tofu (light) (lightly spiced) - 145,International,151,4.5,26.6,3.0,Yes,Yes,neutral,increases,neutral,Others,
Ada Pradhaman (with vegetables),Assamese,188,3.0,8.6,0.5,Yes,No,neutral,neutral,increases,Vegetables,0.5
Grapes (black) (thin),International,60,0.1,12.3,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Warm Turmeric Milk (small) (with vegetables),Ladakh,204,12.2,13.9,9.3,Yes,No,neutral,neutral,increases,Dairy Products,3.5
Millet Porridge (with vegetables),Andhra/Telangana,176,6.0,29.8,0.3,Yes,No,decreases,decreases,neutral,Vegetables,0.5
Apple (steamed),Northeast,77,0.9,15.3,0.5,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Mysore Masala Dosa (mild),International,121,3.6,40.9,1.6,Yes,No,decreases,decreases,neutral,Grains,6.0
Patra (thin),Jammu & Kashmir,120,7.7,34.3,1.9,Yes,No,neutral,neutral,neutral,Others,
Masoor Dal (light) (with vegetables),North Indian,127,5.7,26.6,1.3,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Bhutte Ka Kees (sprouted),Tamil Nadu,87,2.1,7.8,2.4,Yes,No,decreases,neutral,neutral,Others,
Momo (plain),Assamese,103,7.2,45.7,2.6,Yes,No,neutral,neutral,neutral,Others,
Tehri (fermented (mild)),Bengali,126,3.2,3.0,2.2,Yes,No,neutral,neutral,neutral,Others,
Pesarattu (lightly spiced),International,100,3.1,6.3,0.0,Yes,No,neutral,increases,neutral,Others,
Idli (steamed),International,208,3.4,46.0,0.7,Yes,No,decreases,decreases,neutral,Grains,0.5
Shorshe Ilish (with vegetables),International,137,6.3,39.7,2.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pappu Charu (thin) - 160,International,108,0.8,37.8,0.8,Yes,No,neutral,neutral,neutral,Others,
Gustaba (boiled),Gujarati,114,6.3,35.7,0.1,Yes,No,decreases,decreases,neutral,Others,
Naga Chutney (with vegetables),Northeast,138,6.7,32.0,0.0,Yes,No,neutral,increases,neutral,Condiments,2.0
Paturi (boiled),Chhattisgarh,120,4.7,19.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Tofu (light) (with vegetables),Chhattisgarh,111,3.5,43.6,2.2,Yes,Yes,neutral,neutral,neutral,Vegetables,0.5
Plain Rice (sprouted),International,90,3.5,27.4,0.5,Yes,No,decreases,decreases,neutral,Grains,0.5
Coconut Rice (lightly spiced),Ladakh,145,3.6,30.6,1.0,Yes,No,decreases,neutral,neutral,Grains,0.5
Khicede (steamed),International,30,2.9,26.9,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Eromba (with vegetables),Madhya Pradesh,30,3.3,44.0,4.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Thukpa (plain),International,57,1.8,29.7,2.4,Yes,No,neutral,neutral,neutral,Others,
Panchmel Dal (plain),Punjabi,172,7.3,26.9,1.0,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Misal Pav (steamed),Andhra/Telangana,105,0.2,37.9,1.4,Yes,No,decreases,neutral,neutral,Beverages,0.0
Grapes (black) (with vegetables),International,123,2.8,23.3,1.7,Yes,Yes,decreases,neutral,neutral,Vegetables,0.5
Skyu (steamed),Chhattisgarh,117,3.3,26.7,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Patra (boiled),International,30,3.3,11.1,2.1,Yes,No,neutral,neutral,neutral,Others,
Guava (lightly spiced) - 175,Bengali,126,1.4,38.0,1.3,Yes,Yes,decreases,neutral,neutral,Others,
Gustaba (with jaggery (small)),Tamil Nadu,228,3.6,27.5,1.1,Yes,No,neutral,neutral,neutral,Others,
Puran Poli (sprouted),Karnataka,141,8.5,7.7,0.2,Yes,No,decreases,neutral,increases,Others,
Masor Tenga (mild),Ladakh,167,1.0,32.9,0.0,Yes,No,decreases,increases,neutral,Others,
Chiroti (boiled),Goan,94,3.5,35.5,0.9,Yes,No,decreases,neutral,neutral,Grains,1.5
Pani Puri (plain),International,39,2.4,24.1,1.7,Yes,No,neutral,neutral,neutral,Others,
Quinoa Salad (sprouted),International,41,2.6,33.5,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Masoor Dal (light) (with vegetables) - 182,Madhya Pradesh,137,5.5,29.9,0.4,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Simple Grilled Fish (mild),Kerala,244,17.7,1.8,3.6,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Kiwi (fermented (mild)),Goan,150,0.6,17.6,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Khaja (mild),Punjabi,120,5.6,23.2,4.0,Yes,No,neutral,neutral,neutral,Others,
Rajma (sprouted),Odia,191,2.5,21.0,1.7,Yes,No,neutral,neutral,neutral,Others,
Sarson ka Saag (mild),Generic,73,3.5,51.1,0.0,Yes,No,neutral,neutral,neutral,Others,
Rasam (mild),Karnataka,116,8.4,13.3,1.9,Yes,No,neutral,neutral,neutral,Others,
Chhena Poda (plain),Assamese,71,1.3,27.1,1.6,Yes,No,neutral,neutral,neutral,Others,
Sarson da Saag with Makki di Roti (boiled),Tamil Nadu,108,0.2,11.7,2.5,Yes,No,neutral,neutral,neutral,Grains,1.5
Amritsari Kulcha (with vegetables),Chhattisgarh,107,1.7,54.4,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Ladakhi Butter Tea (with jaggery (small)),Rajasthani,175,0.2,29.3,2.1,Yes,No,neutral,neutral,increases,Dairy Products,81.0
Bathua Raita (with jaggery (small)),Gujarati,212,4.7,21.2,0.0,Yes,No,neutral,neutral,neutral,Others,
Ghevar (fermented (mild)),Kerala,100,0.5,24.4,0.7,Yes,No,neutral,neutral,neutral,Others,
Banana (fermented (mild)),Jammu & Kashmir,136,1.4,26.4,0.0,Yes,Yes,decreases,decreases,increases,Fruits,0.3
Ada Pradhaman (plain),Kerala,216,2.0,15.7,6.4,Yes,No,decreases,neutral,increases,Others,
Pazham Pori (fermented (mild)),Odia,105,4.3,25.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Luchi (lightly spiced),Bengali,168,0.6,27.8,1.8,Yes,No,neutral,increases,neutral,Others,
Bamboo Shoot Curry (plain),Andhra/Telangana,174,6.2,27.9,2.6,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Aloo Paratha (plain) - 200,Tamil Nadu,179,8.5,10.5,1.5,Yes,No,neutral,neutral,neutral,Grains,8.0
Sattu Paratha (with vegetables),Karnataka,123,2.9,23.2,0.5,Yes,No,neutral,neutral,neutral,Grains,8.0
Mohan Maas (with vegetables),Chhattisgarh,117,1.0,32.5,0.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pootharekulu (steamed),Northeast,30,2.5,31.9,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Basmati Rice (sprouted),International,125,5.7,30.3,0.8,Yes,No,decreases,decreases,neutral,Grains,0.5
Besan Masala Roti (steamed),North Indian,136,7.0,25.8,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Sadya (mixed) (fermented (mild)),Jammu & Kashmir,124,0.6,23.6,0.0,Yes,No,decreases,neutral,neutral,Others,
Warm Turmeric Milk (small) (sprouted),International,240,6.1,8.7,11.4,Yes,No,decreases,neutral,increases,Dairy Products,3.5
Vegetable Stir Fry (light) (steamed),Maharashtrian,185,0.2,20.2,1.4,Yes,No,decreases,neutral,neutral,Beverages,0.0
Rajma (sprouted) - 209,International,55,6.6,38.0,0.0,Yes,No,neutral,neutral,neutral,Others,
Dohneiiong (plain),International,152,0.6,7.0,0.7,Yes,No,decreases,neutral,neutral,Others,
Vegetable Stir Fry (light) (mild),Madhya Pradesh,98,0.3,40.0,3.1,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pork with Bamboo Shoot (lightly spiced),Gujarati,209,20.0,0.0,1.6,No,No,neutral,increases,neutral,Others,
Momos (with jaggery (small)),Chhattisgarh,184,6.4,28.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Handvo (steamed),International,128,6.5,27.4,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Grapes (green) (sprouted) - 215,Bengali,59,1.5,30.7,0.0,Yes,Yes,decreases,neutral,neutral,Fruits,0.3
Rogan Josh (mild),International,156,2.6,36.0,0.0,Yes,No,decreases,neutral,neutral,Others,
Farsan (with jaggery (small)),Lakshadweep,125,2.5,42.2,0.0,Yes,No,neutral,neutral,neutral,Others,
Mohan Maas (plain),Tamil Nadu,107,0.6,36.1,2.2,Yes,No,decreases,neutral,neutral,Others,
Bisi Bele Bath (mild),Karnataka,110,0.2,24.6,0.2,Yes,No,neutral,decreases,neutral,Others,
Masala Fish Curry (plain) - 220,Gujarati,120,11.2,2.5,6.9,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Bajra Roti (plain) - 221,Gujarati,144,0.2,9.7,1.2,Yes,No,neutral,neutral,neutral,Grains,1.5
Dragonfruit (plain),Karnataka,100,2.4,13.6,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Chingri Malai Curry (with vegetables),Generic,107,5.9,24.2,3.0,Yes,No,neutral,neutral,increases,Vegetables,0.5
Chettinad Chicken Curry (lightly spiced),Madhya Pradesh,158,22.3,0.0,8.3,No,No,neutral,increases,neutral,Non-Veg Protein,8.0
Quinoa Salad (plain) - 225,International,46,0.2,3.0,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Mango (raw) (boiled),Madhya Pradesh,140,1.0,28.5,0.3,Yes,Yes,decreases,decreases,increases,Fruits,0.3
Sambar (boiled),International,81,2.1,31.1,2.6,Yes,No,neutral,neutral,neutral,Legumes/Pulses,1.0
Neer Dosa (with jaggery (small)),North Indian,138,4.0,43.6,1.0,Yes,No,decreases,neutral,neutral,Grains,6.0
Bhutte Ka Kees (with vegetables),Goan,121,1.3,7.4,2.9,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pongal (plain) (thin),North Indian,104,2.6,33.3,1.0,Yes,No,decreases,decreases,neutral,Others,
Mulberry (with vegetables),Karnataka,55,1.7,21.5,2.0,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Khambir (with jaggery (small)),Odia,143,10.8,38.0,0.5,Yes,No,neutral,neutral,neutral,Others,
Millet Roti (steamed),International,89,2.3,20.6,0.7,Yes,No,decreases,decreases,neutral,Grains,1.5
Apricot (fermented (mild)) - 234,Tamil Nadu,127,0.3,17.8,1.7,Yes,Yes,decreases,decreases,neutral,Others,
Tilkut (steamed),South Indian,121,3.3,37.3,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Thukpa (mild),International,38,1.4,34.8,2.5,Yes,No,decreases,neutral,neutral,Others,
Simple Grilled Fish (with vegetables),Karnataka,217,14.4,9.6,6.6,No,No,neutral,increases,neutral,Non-Veg Protein,6.0
Neer Dosa (with vegetables),International,126,6.5,41.7,0.4,Yes,No,decreases,decreases,neutral,Grains,6.0
Tehri (steamed),Odia,107,2.2,7.6,1.1,Yes,No,decreases,neutral,neutral,Beverages,0.0
Macher Jhol (mild),Kerala,109,3.3,28.1,1.4,Yes,No,decreases,decreases,neutral,Others,
Chana Ghugni (with vegetables),International,154,3.8,41.0,3.1,Yes,No,neutral,neutral,neutral,Legumes/Pulses,1.0
Mohan Maas (mild) - 242,Generic,143,5.4,31.8,1.1,Yes,No,decreases,neutral,neutral,Others,
Roasted Makhana (light) (with jaggery (small)),Tamil Nadu,219,1.6,31.7,4.3,Yes,No,increases,neutral,neutral,Others,
Warm Turmeric Milk (small) (boiled),Generic,206,9.1,16.7,3.5,Yes,No,decreases,decreases,increases,Dairy Products,3.5
Duck Curry (fermented (mild)) - 245,Bengali,117,1.2,26.3,1.6,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Mosambi (plain),South Indian,53,1.1,21.5,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Poita Bhat (fermented (mild)),Odia,82,3.6,35.2,2.2,Yes,No,decreases,neutral,neutral,Others,
Bobbatlu (with vegetables),Chhattisgarh,101,4.6,30.2,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
